Id,Label,timeset,eigencentrality,modularity_class,Degree
14273,"TUFFS, RJ",,0.001864,0,9
14274,"MEZGER, PG",,0.000783,0,3
14275,"BEUST, H",,0.004224,0,8
14276,"FELDMAN, PD",,0.007101,0,20
14277,"MCGRATH, M",,0.004224,0,8
14278,"WYATT, MC",,0.003066,0,11
14279,"DERMOTT, SF",,0.003066,0,11
14280,"GROGAN, K",,0.003066,0,11
14281,"HOLMES, EK",,0.003066,0,11
14282,"GALARZA, VC",,0.000458,0,2
14283,"HARTNOLL, SA",,0.000301,0,1
14284,"PERRIN, MN",,0.000797,0,4
14285,"FERNANDES, J",,0.000797,0,4
14286,"PEDANI, M",,0.000135,0,1
14287,"GRUEFF, G",,0.000135,0,1
14288,"FENIMORE, E",,0.028343,0,14
14289,"A, O",,0.005608,0,6
14290,"INNOCENTI, SD",,0.000701,0,2
14291,"EKE, V",,0.000135,0,1
14292,"WRIGHT, GEL",,0.000135,0,1
14293,"TOMIMATSU, A",,0,0,0
14294,"TRAN, QD",,0.005858,0,5
14295,"LOBEL, A",,0.000459,0,2
14296,"SCHMIDT, MR",,0.000459,0,2
14297,"GROOT, MD",,0.000315,0,1
14298,"VALENTINE, HEM",,0.001677,0,2
14299,"COLBERT, E",,0.004737,0,6
14300,"CARLSON, BR",,0.000854,0,5
14301,"BURGESS, TA",,0.000854,0,5
14302,"CASORSO, RV",,0.000854,0,5
14303,"PETRACHENKO, WT",,0.000854,0,5
14304,"CANNON, WH",,0.000854,0,5
14305,"KIRILOVA, DP",,0.000142,0,1
14306,"MCMAHON, LLCRG",,0.001074,0,2
14307,"VECCHI, A",,0.020554,0,4
14308,"MACIEL, W",,0.000741,0,3
14309,"HENDRY, M",,0.000243,0,1
14310,"FENG, L",,0.00138,0,2
14311,"KLAEHN, T",,0.000376,0,2
14312,"MORALES, C",,0.003165,0,12
14313,"OROZCO, V",,0.002687,0,9
14314,"COBB, J",,0.002687,0,9
14315,"ROESER, H",,0.000231,0,1
14316,"LYNAM, PD",,0.004136,0,4
14317,"HABING, H",,0.007133,0,9
14318,"HELFAND, D",,0.004862,0,6
14319,"WILMER, CNA",,0.004155,0,7
14320,"MAIA, M",,0.004155,0,7
14321,"REIPRICH, TH",,0.014984,0,13
14322,"ROSA, AD",,0.06249,0,15
14323,"YOST, SA",,0.041167,0,18
14324,"UEMIZU, K",,0.00501,0,7
14325,"WATABE, T",,0.00501,0,7
14326,"WADA, T",,0.00501,0,7
14327,"DAVOUDI, J",,0.000283,0,2
14328,"RASTEGAR, AR",,0.000283,0,2
14329,"TABAR, MRR",,0.000283,0,2
14330,"NIEUWENHUIZEN, TM",,0,0,0
14331,"GERGELY, LA",,0.000283,0,2
14332,"PERJES, ZI",,0.000283,0,2
14333,"VASUTH, M",,0.000283,0,2
14334,"HOLDEN, DJ",,0.000217,0,1
14335,"COMER, GL",,0.000373,0,2
14336,"LIN, LM",,0.000373,0,2
14337,"KLING, TP",,0.000323,0,2
14338,"NEWMAN, ET",,0.000323,0,2
14339,"BENTO, L",,0.000311,0,2
14340,"SILAGADZE, ZK",,0,0,0
14341,"BLOCK, MM",,0.000637,0,2
14342,"GERMAN, G",,0.000454,0,2
14343,"ROSS, G",,0.000454,0,2
14344,"RANGARAJAN, R",,0.000443,0,3
14345,"HE, X",,0.000308,0,2
14346,"BARTOLO, N",,0.000149,0,1
14347,"YASUHIRA, M",,0.000156,0,1
14348,"JANK, J",,0.002897,0,7
14349,"GOERRES, J",,0.003296,0,8
14350,"IBRAGIMOVA, TV",,0.000387,0,2
14351,"KALIKHOV, AV",,0.001017,0,6
14352,"GAVRIN, VN",,0.00088,0,5
14353,"SHIKHIN, AA",,0.00088,0,5
14354,"YANTS, VE",,0.001017,0,6
14355,"ZABORSKY, OS",,0.00088,0,5
14356,"DAVIES, R",,0.01713,0,34
14357,"HAYNES, R",,0.004621,0,12
14358,"LEE, D",,0.004776,0,13
14359,"CONTENT, R",,0.004621,0,12
14360,"DODSWORTH, G",,0.004621,0,12
14361,"LEWIS, I",,0.004621,0,12
14362,"SHARPLES, R",,0.018045,0,22
14363,"WEBSTER, J",,0.004621,0,12
14364,"RIX, BAMHW",,0.005444,0,7
14365,"KOLLATH, JRBZ",,0,0,0
14366,"ROBB, RM",,0.001256,0,2
14367,"JOFFRE, M",,0.007591,0,13
14368,"JOHNSTON, D",,0.007591,0,13
14369,"NICHOL, B",,0.007036,0,11
14370,"SHELDON, E",,0.007591,0,13
14371,"CANTALOUPO, C",,0.007036,0,11
14372,"PETERSON, J",,0.007036,0,11
14373,"POGGE, PMRW",,0,0,0
14374,"JEONG, H",,0.001098,0,3
14375,"MACFADYEN, AI",,0.000613,0,2
14376,"SCHMITT, JHMM",,0.0192,0,20
14377,"HESSMAN, FV",,0.087013,0,17
14378,"NICKLAS, H",,0.084923,0,12
14379,"WILLS, KA",,0.000438,0,2
14380,"ASIAIN, R",,0.000489,0,2
14381,"ZSCHIESCHE, D",,0.000894,0,5
14382,"LEE, G",,0.002029,0,3
14383,"CZOSKE, O",,0.006556,0,8
14384,"CUILLANDRE, J",,0.003814,0,5
14385,"WILLIAMS, BA",,0.001833,0,5
14386,"SPERGEL, DMGDN",,0,0,0
14387,"DELLAVALLE, M",,0.032538,0,15
14388,"ZANIN, C",,0.035471,0,23
14389,"YORK, D",,0.00411,0,6
14390,"NAKATA, F",,0.008793,0,9
14391,"ACREMAN, DM",,0.001072,0,2
14392,"GANSICKE, BT",,0.003328,0,6
14393,"CARSON, TR",,0,0,0
14394,"MUNOZ, J",,0.008224,0,9
14395,"WITTE, MG",,0.000156,0,1
14396,"SANZ, NBJL",,0,0,0
14397,"RICHARDS, KIKEA",,0,0,0
14398,"MAJUMDAR, S",,0.000929,0,1
14399,"CHEN, CHR",,0.002915,0,6
14400,"LAI, S",,0.001296,0,3
14401,"SILVERSTONE, MD",,0.003178,0,7
14402,"H, IC",,0.00018,0,1
14403,"MAYEN, C",,0.000943,0,1
14404,"ALVAREZ, MA",,0.002638,0,7
14405,"PORTAL, MS",,0.002282,0,5
14406,"WOLF, J",,0.000231,0,1
14407,"BALMFORTH, NJ",,0.00081,0,3
14408,"KIRKOVE, M",,0.001903,0,3
14409,"BRIOT, C",,0.002004,0,4
14410,"ISHIDA, CM",,0.001034,0,2
14411,"RASIO, F",,0.000397,0,2
14412,"TAIJI, JMM",,0.000354,0,2
14413,"LEE, SM",,0.000184,0,1
14414,"GIZANI, NAB",,0.004075,0,6
14415,"KAWATA, D",,0,0,0
14416,"BOTHUN, KOG",,0,0,0
14417,"SEBO, K",,0.066486,0,31
14418,"NORDSIECK, KH",,0.001221,0,4
14419,"GIBSON, SJ",,0.000944,0,3
14420,"HARRIS, WM",,0.000944,0,3
14421,"REUNANEN, J",,0.001473,0,3
14422,"M, JH",,0.002213,0,4
14423,"K, W",,0.002213,0,4
14424,"SENNELS, T",,0.000195,0,1
14425,"OGNEV, IS",,0.000154,0,1
14426,"SZABO, G",,0.000364,0,2
14427,"SARNECZKY, K",,0.000364,0,2
14428,"RIDGWAY, S",,0.0041,0,5
14429,"WAGNER, DJ",,0.000884,0,3
14430,"XIE, X",,0.000884,0,3
14431,"MCINTYRE, VJ",,0.00329,0,3
14432,"AMENOMORI, M",,0.00259,0,1
14433,"CHOI, C",,0.002371,0,3
14434,"DMELLOW, K",,0.029551,0,24
14435,"TULLY, B",,0.012031,0,10
14436,"CARRASCO, E",,0.011008,0,8
14437,"HAU, G",,0.011008,0,8
14438,"DOELEMAN, S",,0.001002,0,1
14439,"MOLIKAWA, K",,0.00225,0,3
14440,"YOUNG, A",,0.00071,0,3
14441,"HAINES, P",,0.000232,0,1
14442,"CARTIN, D",,0.000202,0,1
14443,"SHARPE, J",,0.037883,0,26
14444,"SCHMOLT, I",,0.027136,0,19
14445,"MALM, TM",,0,0,0
14446,"MURPHY, MT",,0.002397,0,3
14447,"CELIDONIO, G",,0.092059,0,24
14448,"CIOLO, LD",,0.092059,0,24
14449,"REBECCHI, S",,0.053108,0,17
14450,"RICCI, R",,0.053108,0,17
14451,"SMITH, M",,0.064937,0,24
14452,"STANKE, T",,0.006735,0,12
14453,"ASSOUAD, P",,0.006002,0,10
14454,"TALON, CCS",,0,0,0
14455,"ZIRM, A",,0.01729,0,8
14456,"GUDEHUS, DH",,0,0,0
14457,"PRIEDHORSKY, B",,0.077076,0,21
14458,"NOMURA, H",,0.000637,0,2
14459,"SIMONSEN, JT",,0.000184,0,1
14460,"NELSON, CA",,0.12926,0,32
14461,"DEINEKA, GB",,0,0,0
14462,"BEASLEY, MA",,0.000839,0,1
14463,"ZAMANOV, RK",,0.001633,0,5
14464,"MARTIN, PA",,0.000186,0,1
14465,"BARNARD, R",,0.004916,0,5
14466,"FERRARA, EC",,0.037183,0,16
14467,"JANG, M",,0.037183,0,16
14468,"MILLER, HR",,0.037183,0,16
14469,"SCLAVI, S",,0.037183,0,16
14470,"ANTONUCCI, RRJ",,0.001811,0,5
14471,"MURPHY, TW",,0.005934,0,4
14472,"KIGER, JR",,0.005934,0,4
14473,"ABDELSALAM, H",,0.000861,0,2
14474,"BARGER, LLCAJ",,0.00259,0,5
14475,"CERIANI, L",,0.001006,0,3
14476,"KLEIJN, GAV",,0.004477,0,5
14477,"LOPEZ, JA",,0.001695,0,5
14478,"SUGERMAN, B",,0.002966,0,7
14479,"CRAMER, JG",,0.00099,0,4
14480,"ELLIOTT, SR",,0.00099,0,4
14481,"ZAGER, E",,0.00099,0,4
14482,"ZAGER, EL",,0.000651,0,2
14483,"LORD, JJ",,0.000651,0,2
14484,"BAUER, FE",,0.005848,0,11
14485,"ZOBAIR, S",,0.005378,0,5
14486,"TOKUHISA, A",,0.000269,0,1
14487,"MENNESSIER, RAMO",,0.000548,0,2
14488,"KRUEGEL, E",,0.000177,0,1
14489,"CARNEY, B",,0.000594,0,3
14490,"ALMEIDA, LD",,0.000594,0,3
14491,"LIEGE, CS",,0.000594,0,3
14492,"BURGIN, MS",,0.000135,0,1
14493,"CHALABAEV, A",,0.000135,0,1
14494,"PROUTON, OR",,0.001259,0,2
14495,"KEMPNER, JC",,0.00063,0,1
14496,"STEPANOV, SS",,0,0,0
14497,"WYNN, ARKGA",,0,0,0
14498,"SHIBATSUKA, T",,0.000693,0,3
14499,"MATSUSHITA, S",,0.000693,0,3
14500,"BRAEUNINGER, H",,0.017553,0,18
14501,"BRIEL, U",,0.017553,0,18
14502,"GRUBER, R",,0.017553,0,18
14503,"HARTNER, G",,0.017553,0,18
14504,"PFEFFERMANN, E",,0.017553,0,18
14505,"ROSSO, C",,0.017553,0,18
14506,"ZIMMERMANN, H",,0.017553,0,18
14507,"IWASA, N",,0.017264,0,31
14508,"BOUE, F",,0.017264,0,31
14509,"SUROWKA, G",,0.017264,0,31
14510,"SUEMMERER, K",,0.017264,0,31
14511,"BAUMANN, T",,0.017264,0,31
14512,"BLANK, B",,0.017264,0,31
14513,"CZAJKOWSKI, S",,0.017264,0,31
14514,"FORSTER, A",,0.017264,0,31
14515,"GEISSEL, H",,0.017264,0,31
14516,"GROSSE, E",,0.017264,0,31
14517,"HELLSTROM, M",,0.017264,0,31
14518,"KOCZON, P",,0.017264,0,31
14519,"KOHLMEYER, B",,0.017264,0,31
14520,"KULESSA, R",,0.017264,0,31
14521,"LAUE, F",,0.017264,0,31
14522,"MARCHAND, C",,0.017264,0,31
14523,"OESCHLER, H",,0.017264,0,31
14524,"PRAVIKOFF, MS",,0.017264,0,31
14525,"SCHWAB, E",,0.017264,0,31
14526,"SCHWAB, W",,0.017264,0,31
14527,"SENGER, P",,0.017264,0,31
14528,"SPEER, J",,0.017264,0,31
14529,"STURM, C",,0.017264,0,31
14530,"SUROWIEC, A",,0.017264,0,31
14531,"TERANISHI, T",,0.017264,0,31
14532,"UHLIG, F",,0.017264,0,31
14533,"WAGNER, A",,0.017264,0,31
14534,"WALUS, W",,0.017264,0,31
14535,"BERTULANI, CA",,0.017264,0,31
14536,"NAKARIAKOV, VM",,0.000283,0,2
14537,"MENDOZABRICENO, CA",,0.000283,0,2
14538,"S, MHI",,0.000283,0,2
14539,"HUANG, W",,0,0,0
14540,"UMEMOTO, T",,0.000579,0,3
14541,"MIKAMI, H",,0.000579,0,3
14542,"YAMAMOTO, S",,0.004709,0,19
14543,"HIRANO, N",,0.000579,0,3
14544,"FABRIZIO, LD",,0.001473,0,4
14545,"WILLIAMS, RJ",,0.009855,0,8
14546,"SEGRANSAN, D",,0.003417,0,8
14547,"BECK, F",,0.003417,0,8
14548,"TOKOVINI, A",,0.003417,0,8
14549,"MAKAROV, DI",,0.000293,0,1
14550,"PAGANI, L",,0.002139,0,6
14551,"LOINARD, L",,0.002499,0,8
14552,"KAJISAWA, M",,0.013623,0,23
14553,"MELANDRI, F",,0.000907,0,3
14554,"MARRERO, I",,0.005707,0,8
14555,"ROTH, M",,0.006409,0,11
14556,"PONTOPPIDAN, KM",,0.000255,0,1
14557,"SUGIZAKI, M",,0.043056,0,16
14558,"JARRETT, T",,0.010995,0,8
14559,"KNACKE, RF",,0.003066,0,11
14560,"PRATO, L",,0.003066,0,11
14561,"HARTMANN, LW",,0.006341,0,16
14562,"MCELWAIN, MW",,0.001413,0,3
14563,"BONAVENTURA, NR",,0.001413,0,3
14564,"WALKER, RC",,0.001325,0,4
14565,"ROMNEY, JD",,0.001325,0,4
14566,"PAOLILLO, M",,0.010503,0,9
14567,"PUDDU, E",,0.010503,0,9
14568,"PIRANOMONTE, S",,0.010503,0,9
14569,"FILIPPIS, ED",,0.00789,0,6
14570,"WHITNEY, JH",,0.005729,0,8
14571,"MONIN, J",,0.00075,0,3
14572,"MENARD, F",,0.001359,0,6
14573,"VAVREK, R",,0.000657,0,4
14574,"PALEN, S",,0.000135,0,1
14575,"FIX, JD",,0.000135,0,1
14576,"IWATA, I",,0.000365,0,2
14577,"OKUMURA, S",,0.000365,0,2
14578,"GALLOWAY, DK",,0.001988,0,6
14579,"GILES, AB",,0.00144,0,5
14580,"STOREY, MC",,0.001302,0,4
14581,"TITOV, VS",,0.000283,0,2
14582,"DEMOULIN, P",,0.000283,0,2
14583,"HORNIG, G",,0.000283,0,2
14584,"DAVIES, J",,0.001491,0,6
14585,"ALTON, P",,0.000986,0,3
14586,"WHEATON, V",,0.005314,0,6
14587,"RANKIN, JM",,0.000236,0,1
14588,"BARNABY, D",,0.00197,0,7
14589,"HARPER, DA",,0.00197,0,7
14590,"LOEWENSTEIN, RF",,0.00197,0,7
14591,"GRAY, JP",,0.001037,0,3
14592,"MORENO, JAGE",,0,0,0
14593,"MELTZER, J",,0.050448,0,11
14594,"IYUDIN, AF",,0.00205,0,2
14595,"BARRENA, EMVMSAEEFAOMSDALGMRR",,0,0,0
14596,"SIMON, M",,0.000959,0,3
14597,"MYRRHA, MLM",,0.000135,0,1
14598,"VAZ, LPR",,0.000135,0,1
14599,"CHURCHILL, C",,0,0,0
14600,"HERBST, W",,0.000831,0,5
14601,"CURRAN, G",,0.000558,0,3
14602,"CHARY, RR",,0.001597,0,2
14603,"TEAM, TX",,0.001178,0,1
14604,"BIASINI, M",,0.000656,0,4
14605,"FIANDRINI, E",,0.000656,0,4
14606,"PETRAKIS, J",,0.000656,0,4
14607,"DONEA, AC",,0.00125,0,2
14608,"BRILEY, M",,0.009331,0,4
14609,"BLUM, S",,0.000135,0,1
14610,"KRAUS, U",,0.000135,0,1
14611,"LAWS, C",,0.000294,0,1
14612,"BUOTE, D",,0.000333,0,1
14613,"NORBURY, M",,0.001612,0,3
14614,"KARIDIS, A",,0.005558,0,8
14615,"REYNIERS, M",,0.000304,0,1
14616,"LEEUWIN, F",,0.000752,0,3
14617,"SABATINI, S",,0.003791,0,6
14618,"DJORGOVSKI, G",,0.003791,0,6
14619,"NUFER, R",,0.000283,0,2
14620,"BALTENSPERGER, W",,0.000283,0,2
14621,"WOELFLI, W",,0.000283,0,2
14622,"MONTEIRO, H",,0.000499,0,3
14623,"MORISSET, C",,0.000499,0,3
14624,"MAYRA, O",,0.000283,0,2
14625,"SUSANA, L",,0.000283,0,2
14626,"PAOLA, D",,0.000283,0,2
14627,"BOOGERT, ACA",,0.004868,0,12
14628,"EHRENFREUND, P",,0.003227,0,9
14629,"SCHUTTE, WA",,0.004868,0,12
14630,"PRUSTI, T",,0.003227,0,9
14631,"PRUGNIEL, G",,0,0,0
14632,"MAUBON, P",,0,0,0
14633,"BEIJERSBERGEN, M",,0.001007,0,2
14634,"SIMIS, Y",,0.000283,0,2
14635,"DOMINIK, C",,0.000283,0,2
14636,"ICKE, V",,0.000283,0,2
14637,"REALE, F",,0.003364,0,6
14638,"PEREZMONTERO, E",,0.000421,0,1
14639,"TIKHONOV, N",,0.000992,0,2
14640,"RICHER, JS",,0.004971,0,7
14641,"GIORGIO, AMD",,0.004424,0,11
14642,"RUIZ, GA",,0.00462,0,8
14643,"DIAZ, FJ",,0.00462,0,8
14644,"PANEI, JA",,0.000283,0,2
14645,"BOURKE, T",,0.000443,0,3
14646,"HYLAND, AR",,0.000443,0,3
14647,"ROBINSON, G",,0.000443,0,3
14648,"LUHMAN, K",,0.000443,0,3
14649,"SAXTON, CJ",,0.000495,0,1
14650,"LASSERRE, T",,0.002778,0,2
14651,"DEETJEN, JL",,0.000971,0,3
14652,"LISEWSKI, AM",,0.001084,0,4
14653,"KORANYI, DM",,0.000649,0,1
14654,"ATHREYA, R",,0.003956,0,5
14655,"AURELL, E",,0.000283,0,2
14656,"FANELLI, D",,0.000283,0,2
14657,"MURATOREGINANNESCHI, P",,0.000283,0,2
14658,"PIETRI, RD",,0.000141,0,1
14659,"OREILLY, R",,0.000502,0,2
14660,"ADLER, RJ",,0.000161,0,1
14661,"SCHMIDT, BG",,0.000223,0,1
14662,"ALFARO, J",,0.000283,0,2
14663,"MORALESTECOTL, HA",,0.000283,0,2
14664,"URRUTIA, LF",,0.000283,0,2
14665,"LARSON, SL",,0.000299,0,2
14666,"HISCOCK, WA",,0.000299,0,2
14667,"ASTONE, P",,0.050054,0,49
14668,"GAGO, AM",,0.000398,0,2
14669,"FUNCHAL, RZ",,0.000398,0,2
14670,"CHODOS, A",,0.000714,0,4
14671,"COOPER, F",,0.000714,0,4
14672,"MAO, W",,0.000714,0,4
14673,"VINIEGRA, F",,0.000213,0,1
14674,"TYE, SHH",,0.000477,0,2
14675,"IYER, S",,0.000335,0,2
14676,"PICCINELLI, G",,0.000135,0,1
14677,"POSPELOV, M",,0.000764,0,3
14678,"GORDON, C",,0.000711,0,3
14679,"WIEGMANN, PB",,0,0,0
14680,"ELLWANGER, U",,0.000535,0,3
14681,"GIBBONS, GW",,0.000154,0,1
14682,"REALL, HS",,0.000471,0,3
14683,"ROSENSTEEL, G",,0.000135,0,1
14684,"TROUPE, J",,0.000135,0,1
14685,"BERTSCH, G",,0.000412,0,2
14686,"BRINKMANN, NKW",,0.000772,0,2
14687,"MANICKAM, SG",,0.000245,0,1
14688,"KARLSSON, B",,0.000547,0,2
14689,"BAKER, AJ",,0.001153,0,2
14690,"HARRINGTON, JP",,0.000281,0,1
14691,"MARCO, O",,0.000611,0,1
14692,"IDETA, M",,0.000608,0,3
14693,"LONGHETTI, M",,0.000699,0,2
14694,"RAMPAZZO, CCR",,0.000699,0,2
14695,"HANAMI, H",,0,0,0
14696,"NAGAO, T",,0.003393,0,6
14697,"GAJDOSIK, M",,0.000141,0,1
14698,"KOCIFAJ, M",,0.000141,0,1
14699,"DANTONA, F",,0.001454,0,7
14700,"ZEPPIERI, A",,0.000665,0,2
14701,"AL, GCPE",,0,0,0
14702,"MCGILLIVRAY, HT",,0.00404,0,5
14703,"KUDRITZKI, R",,0.013743,0,10
14704,"YOUNG, CH",,0.034977,0,8
14705,"MCMILLAN, SPZS",,0,0,0
14706,"BECKER, GD",,0.002136,0,4
14707,"FRIEDLI, FCD",,0.00022,0,1
14708,"GUERRIERO, RA",,0.016012,0,6
14709,"BRANDL, B",,0.00573,0,17
14710,"JANSEN, RA",,0.00277,0,3
14711,"MOON, YJ",,0.000779,0,5
14712,"PARK, YD",,0.000779,0,5
14713,"YUN, HS",,0.000779,0,5
14714,"CHO, EA",,0.000482,0,3
14715,"CHOE, GS",,0.000636,0,4
14716,"MICKEY, DL",,0.000636,0,4
14717,"CASTROCARRIZO, A",,0.001512,0,5
14718,"CONTRERAS, CS",,0.001512,0,5
14719,"ZWEIGLE, J",,0.001512,0,5
14720,"LONDRILLO, P",,0.000135,0,1
14721,"ZANNA, LD",,0.000135,0,1
14722,"CALOI, V",,0.000837,0,5
14723,"CARDINI, D",,0.000837,0,5
14724,"BADIALI, M",,0.000837,0,5
14725,"EMANUELE, A",,0.000837,0,5
14726,"STEWART, SG",,0.005553,0,10
14727,"BYRD, GG",,0.005553,0,10
14728,"CHENG, KP",,0.005553,0,10
14729,"BLANTON, EL",,0.007084,0,4
14730,"WIEPRECHT, E",,0.013141,0,14
14731,"RADHAKRISHNAN, V",,0.000402,0,2
14732,"SULLIVAN, M",,0.004822,0,5
14733,"NAPOLITANO, N",,0.001173,0,2
14734,"ERACLEOUS, MC",,0.001458,0,1
14735,"HILL, KM",,0.000421,0,2
14736,"LAGAGE, P",,0.00341,0,4
14737,"BOWEN, MPSECCSAESDV",,0,0,0
14738,"BALKANOV, V",,0.002801,0,2
14739,"MAKAROVA, L",,0.000992,0,2
14740,"RECCHI, S",,0.001909,0,3
14741,"SHAPLEY, AE",,0.006587,0,5
14742,"NORDLUND, PPEZA",,0,0,0
14743,"AIUDI, R",,0.002976,0,5
14744,"JONES, P",,0.002976,0,5
14745,"ANDREDAKIS, Y",,0.002193,0,6
14746,"AYAL, S",,0.004738,0,4
14747,"OECHSLIN, R",,0.002207,0,3
14748,"RAWLINGS, KBS",,0,0,0
14749,"PERLEY, NKR",,0.00159,0,3
14750,"QUILLEN, A",,0.004406,0,6
14751,"DADDI, E",,0.008607,0,9
14752,"A, HJ",,0.011948,0,11
14753,"MEGEATH, ST",,0.000135,0,1
14754,"TIEFTRUNK, AR",,0.000135,0,1
14755,"SOMERS, MW",,0.000511,0,1
14756,"ALVES, DA",,0.008451,0,3
14757,"MARGONINER, VE",,0.009283,0,4
14758,"AUGUSTO, P",,0.003674,0,5
14759,"PORQUET, MG",,0.000377,0,2
14760,"BLOYET, D",,0.001344,0,5
14761,"BONGIRAUD, JP",,0.001344,0,5
14762,"DOLABDJIAN, C",,0.001344,0,5
14763,"THIEC, PL",,0.001344,0,5
14764,"SONG, C",,0.069792,0,48
14765,"CAO, Z",,0.069792,0,48
14766,"OLIVEIRA, MRD",,0.000731,0,2
14767,"HETTLAGE, C",,0.001282,0,2
14768,"CASSARO, P",,0.002078,0,5
14769,"ZAPPALA, RA",,0.002078,0,5
14770,"HANLAN, PC",,0.000301,0,1
14771,"MCWILLIAM, A",,0.000427,0,1
14772,"MANDUSHEV, GI",,0.008689,0,5
14773,"NAIK, MV",,0.000716,0,4
14774,"DCOSTA, SL",,0.000716,0,4
14775,"VERMA, DKORP",,0.000716,0,4
14776,"BERNSTEIN, JJDRA",,0,0,0
14777,"WEBER, L",,0.003473,0,9
14778,"CONFINO, B",,0.003473,0,9
14779,"PEPE, F",,0.009816,0,23
14780,"SANTOS, N",,0.003473,0,9
14781,"COSTA, MSBGSD",,0.000156,0,1
14782,"SAHA, SK",,0.00215,0,13
14783,"SAINI, TD",,0.001258,0,4
14784,"BENSON, A",,0.002285,0,4
14785,"FUCHS, Y",,0.005847,0,7
14786,"CESARSKY, DA",,0.005573,0,5
14787,"SINGH, S",,0,0,0
14788,"JENKINS, JA",,0.003593,0,3
14789,"CREECHEAKMAN, MJ",,0.000681,0,2
14790,"KIESSLING, MKH",,0,0,0
14791,"KABURAKI, O",,0.002531,0,9
14792,"DOMINGUEZ, R",,0.002481,0,4
14793,"PUGET, GLJL",,0,0,0
14794,"KURK, JD",,0.003356,0,6
14795,"CHAMBERS, JE",,0.000238,0,1
14796,"DELAMARTER, G",,0.000672,0,2
14797,"DROEGE, TF",,0.002525,0,8
14798,"GOMBERT, G",,0.002525,0,8
14799,"GUTZWILLER, M",,0.002525,0,8
14800,"ALBERTSON, C",,0.002525,0,8
14801,"BESER, N",,0.002525,0,8
14802,"MOLHANT, N",,0.002525,0,8
14803,"JOHNSON, H",,0.002525,0,8
14804,"FEULNER, G",,0.002539,0,6
14805,"SNIGULA, J",,0.002539,0,6
14806,"HILL, G",,0.002539,0,6
14807,"DINESCU, DI",,0.002587,0,6
14808,"JOHNSON, WY",,0.002587,0,6
14809,"OSTHEIMER, JC",,0.003513,0,8
14810,"BOWEN, D",,0.003688,0,5
14811,"SUDHEENDRA, G",,0.000666,0,4
14812,"CHANDRA, AU",,0.000666,0,4
14813,"CHINNAPPAN, V",,0.000522,0,3
14814,"YOSHIDA, YTM",,0.000468,0,2
14815,"BAES, M",,0.000257,0,1
14816,"PALACIOS, A",,0.000641,0,3
14817,"LEROY, F",,0.000641,0,3
14818,"PRIX, R",,0.000429,0,2
14819,"KOTOK, EV",,0.00175,0,7
14820,"NASELSKY, IP",,0.00175,0,7
14821,"TCIBULEV, P",,0.00175,0,7
14822,"VASILEV, EV",,0.00175,0,7
14823,"ROMAN, P",,0.002881,0,7
14824,"GUEST, S",,0.002881,0,7
14825,"OTT, S",,0.002881,0,7
14826,"ZHARIKOV, S",,0.014501,0,5
14827,"BOONE, LM",,0.002046,0,3
14828,"HEILES, C",,0.000727,0,3
14829,"NAGABHUSHANA, BS",,0.00051,0,3
14830,"ANANTH, AV",,0.00051,0,3
14831,"VENKATAKRISHNAN, P",,0.00051,0,3
14832,"POLULYAKH, VP",,0,0,0
14833,"BEAN, R",,0.000541,0,2
14834,"DENNISON, B",,0.014852,0,30
14835,"KROGH, K",,0,0,0
14836,"FAIRBAIRN, M",,0,0,0
14837,"GOMEZ, D",,0.000141,0,1
14838,"RUDEN, SP",,0,0,0
14839,"E, AA",,0.000283,0,2
14840,"G, GV",,0.000283,0,2
14841,"A, SA",,0.000283,0,2
14842,"ALLAHVERDYAN, AE",,0.000221,0,1
14843,"BORNE, K",,0.000604,0,2
14844,"WADA, LCK",,0,0,0
14845,"BATES, JA",,0.000364,0,2
14846,"WHITMIRE, SE",,0.000311,0,1
14847,"CHANAME, J",,0.000472,0,2
14848,"GREGORI, G",,0.001028,0,3
14849,"GOULD, AP",,0.007304,0,4
14850,"NARAY, PJD",,0.006313,0,3
14851,"IAP, YM",,0.002947,0,3
14852,"MPE, YI",,0.002947,0,3
14853,"MARTOS, MA",,0.000829,0,4
14854,"HAIGH, NJ",,0.001848,0,4
14855,"KEMPER, F",,0.004248,0,6
14856,"ZHANG, HL",,0.00035,0,2
14857,"HAQUE, N",,0.000195,0,1
14858,"WESTIN, J",,0.001122,0,3
14859,"MANCHADO, A",,0.002326,0,8
14860,"MIRANDA, LF",,0.000762,0,3
14861,"VAZQUEZ, R",,0.002392,0,8
14862,"WISCONSINMADISON, RFGWU",,0.001568,0,3
14863,"U, JH",,0.001568,0,3
14864,"HOMEIER, N",,0.002435,0,5
14865,"WISCONSINMADISON, AKU",,0.002164,0,4
14866,"PARIJSKIJ, YN",,0.003565,0,11
14867,"SOBOLEVA, NS",,0.003565,0,11
14868,"TEMIROVA, AV",,0.003565,0,11
14869,"PROMISLOV, VG",,0.000787,0,4
14870,"ALAKOZ, AV",,0.000787,0,4
14871,"WINNBERG, A",,0.000787,0,4
14872,"BERTHOMIEU, JPAG",,0.000248,0,1
14873,"NOEVER, DA",,0.001038,0,4
14874,"PHILLIPS, JA",,0.001038,0,4
14875,"JERMAN, G",,0.001038,0,4
14876,"MYSZKA, E",,0.001038,0,4
14877,"MENNICKENT, RE",,0.002349,0,7
14878,"GIEREN, W",,0.00078,0,3
